customer_id,due_date,paid_date,amount_due,amount_paid,region,risk_score,product_type
C35009,2024-12-04,2024-12-06,302,269,West,0.77,Credit Line
C35010,2025-02-16,2025-02-23,839,806,South,0.64,Loan C
C35011,2025-02-11,2025-02-15,164,122,North,0.48,Loan C
C35012,2025-03-11,2025-03-14,244,243,North,0.15,Credit Line
C35013,2025-01-18,2025-01-21,299,256,North,0.4,Loan B
C35014,2024-12-08,2024-12-09,447,429,West,0.3,Loan A
C35015,2025-03-29,2025-04-02,990,982,South,0.49,Loan B
C35016,2025-04-02,2025-04-04,313,301,North,0.23,Credit Line
C35017,2025-03-12,2025-03-15,230,197,East,0.31,Loan C
C35018,2024-11-08,2024-11-11,382,340,East,0.9,Credit Line
C35019,2025-02-03,2025-02-03,448,432,East,0.92,Loan A
C35020,2024-12-25,2024-12-27,618,610,East,0.23,Credit Line
C35021,2025-01-07,2025-01-10,124,115,South,0.96,Loan B
C35022,2025-04-05,2025-04-07,411,363,North,0.83,Credit Line
C35023,2024-12-03,2024-12-07,753,734,North,0.87,Loan A
C35024,2024-10-21,2024-10-25,324,280,West,0.36,Loan A
C35025,2024-11-17,2024-11-17,927,882,East,0.26,Loan A
C35026,2025-04-16,2025-04-17,571,548,North,0.39,Loan C
C35027,2025-01-13,2025-01-16,403,396,South,0.36,Loan B
C35028,2025-03-21,2025-03-22,942,939,South,0.63,Credit Line
C35029,2024-12-29,2024-12-31,873,844,East,0.76,Loan A
C35030,2025-04-14,2025-04-17,898,874,East,0.13,Loan B
C35031,2024-10-21,2024-10-22,242,234,North,0.67,Loan A
C35032,2024-10-28,2024-11-01,888,839,East,0.12,Loan B
C35033,2024-10-19,2024-10-23,294,265,North,0.59,Loan A
C35034,2024-11-29,2024-11-30,636,597,North,0.63,Loan B
C35035,2024-10-27,2024-10-29,503,482,East,0.87,Loan B
C35036,2025-02-27,2025-02-27,274,268,East,0.58,Loan B
C35037,2024-12-24,2024-12-26,202,201,East,0.95,Loan B
C35038,2025-03-07,2025-03-08,630,597,East,0.84,Loan B
C35039,2025-01-02,2025-01-05,295,288,East,0.27,Credit Line
C35040,2025-03-15,2025-03-17,151,145,North,0.41,Loan A
C35041,2025-02-27,2025-03-01,410,390,West,0.32,Loan B
C35042,2025-01-05,2025-01-08,274,273,North,0.31,Loan A
C35043,2024-11-07,2024-11-08,486,477,East,0.13,Loan A
C35044,2025-02-10,2025-02-12,995,993,South,0.98,Loan B
C35045,2025-04-09,2025-04-10,772,735,South,0.21,Loan C
C35046,2025-04-05,2025-04-07,829,827,South,0.89,Loan C
C35047,2025-03-19,2025-03-20,594,592,West,0.88,Credit Line
C35048,2025-02-11,2025-02-13,486,444,North,0.68,Credit Line
C35049,2024-12-27,2024-12-29,293,276,East,0.85,Loan B
C35050,2025-02-21,2025-02-24,719,707,West,0.23,Loan C
C35051,2024-11-27,2024-11-28,100,85,West,0.37,Loan B
C35052,2024-10-22,2024-10-23,968,953,East,1.0,Loan B
C35053,2025-04-13,2025-04-14,734,720,West,0.93,Loan A
C35054,2024-12-27,2024-12-29,968,952,West,0.96,Loan C
C35055,2025-01-02,2025-01-03,719,696,West,0.73,Loan C
C35056,2024-12-14,2024-12-15,971,962,West,0.79,Loan B
C35057,2024-11-06,2024-11-07,833,798,West,0.24,Loan A
C35058,2025-02-04,2025-02-08,472,436,West,0.57,Loan C
C35059,2024-12-08,2024-12-11,414,396,North,0.49,Loan B
C35060,2025-03-16,2025-03-17,902,857,North,0.2,Loan B
C35061,2025-02-05,2025-02-06,186,170,East,0.23,Credit Line
C35062,2024-11-25,2024-11-28,497,451,West,0.38,Loan A
C35063,2025-03-28,2025-03-31,990,969,East,0.23,Loan C
C35064,2025-01-12,2025-01-14,470,470,East,0.83,Loan B
C35065,2025-02-01,2025-02-04,131,92,South,0.3,Loan A
C35066,2025-02-25,2025-02-25,688,688,East,0.15,Loan A
C35067,2025-04-01,2025-04-04,948,942,East,0.76,Credit Line
C35068,2025-04-11,2025-04-14,209,176,North,0.53,Loan C
C35069,2024-12-15,2024-12-20,81,63,North,0.17,Loan C
C35070,2025-01-10,2025-01-12,749,748,North,0.89,Credit Line
C35071,2025-01-14,2025-01-14,682,664,North,0.17,Credit Line
C35072,2025-02-06,2025-02-08,418,417,East,0.72,Credit Line
C35073,2024-10-29,2024-10-31,793,749,East,0.82,Credit Line
C35074,2025-01-24,2025-01-29,213,204,North,0.52,Loan C
C35075,2025-03-15,2025-03-21,375,363,East,0.49,Credit Line
C35076,2025-01-20,2025-01-20,372,331,East,0.32,Loan B
C35077,2025-04-14,2025-04-16,901,857,South,0.96,Credit Line
C35078,2025-03-08,2025-03-11,452,426,North,0.64,Loan A
C35079,2025-04-14,2025-04-17,694,663,South,0.53,Loan B
C35080,2024-10-22,2024-10-25,97,95,South,0.73,Credit Line
C35081,2025-02-22,2025-02-23,874,870,East,0.43,Loan B
C35082,2024-11-10,2024-11-11,750,731,West,0.17,Loan A
C35083,2025-01-30,2025-02-02,416,395,South,0.66,Loan B
C35084,2025-01-18,2025-01-20,507,507,South,0.96,Loan C
C35085,2024-11-19,2024-11-21,920,913,South,0.19,Credit Line
C35086,2025-01-07,2025-01-08,113,95,North,0.39,Credit Line
C35087,2025-04-07,2025-04-08,188,178,South,0.53,Loan C
C35088,2025-02-20,2025-02-20,322,289,North,0.4,Credit Line
C35089,2025-03-24,2025-03-27,709,692,West,0.33,Loan C
C35090,2024-10-25,2024-10-26,285,238,North,0.84,Credit Line
C35091,2024-10-25,2024-10-26,271,256,West,0.15,Loan B
C35092,2024-11-09,2024-11-09,705,676,East,0.87,Credit Line
C35093,2025-02-18,2025-02-21,874,839,North,0.78,Loan A
C35094,2025-03-13,2025-03-17,181,149,South,0.2,Credit Line
C35095,2024-11-27,2024-11-28,261,224,South,0.97,Loan B
C35096,2025-01-10,2025-01-15,537,520,West,0.92,Loan A
C35097,2024-12-30,2024-12-31,411,409,South,0.77,Loan B
C35098,2025-04-09,2025-04-11,84,82,East,0.64,Loan C
C35099,2025-03-01,2025-03-01,520,479,West,0.98,Loan A
C35100,2024-11-11,2024-11-15,215,181,West,0.79,Loan C
C35101,2024-10-28,2024-10-29,710,707,West,0.55,Loan A
C35102,2024-12-02,2024-12-05,262,215,East,0.32,Credit Line
C35103,2024-12-10,2024-12-10,191,191,East,0.93,Loan C
C35104,2025-04-15,2025-04-18,891,851,West,0.66,Loan A
C35105,2024-12-15,2024-12-17,847,827,West,0.13,Loan B
C35106,2024-12-16,2024-12-17,226,212,North,0.59,Loan A
C35107,2024-12-06,2024-12-08,926,883,North,0.22,Credit Line
C35108,2024-11-13,2024-11-15,172,147,West,0.78,Credit Line
C35109,2025-02-12,2025-02-14,775,757,West,0.36,Credit Line
C35110,2025-02-11,2025-02-12,119,77,South,0.63,Loan A
C35111,2025-04-19,2025-04-20,517,495,South,0.31,Loan C
C35112,2024-10-27,2024-10-27,219,193,North,0.88,Loan A
C35113,2025-01-03,2025-01-06,840,817,East,0.85,Loan C
C35114,2025-01-20,2025-01-22,800,772,West,0.65,Loan C
C35115,2024-12-11,2024-12-12,837,800,North,0.17,Credit Line
C35116,2025-02-25,2025-03-01,548,542,East,0.8,Loan A
C35117,2024-12-24,2024-12-26,834,793,North,0.14,Loan A
C35118,2025-01-08,2025-01-08,177,152,South,0.87,Loan B
C35119,2025-02-04,2025-02-05,126,88,South,0.88,Credit Line
C35120,2025-04-12,2025-04-15,348,345,South,0.12,Loan C
C35121,2025-04-17,2025-04-22,466,447,South,0.25,Loan B
C35122,2025-01-04,2025-01-05,300,297,East,0.87,Loan A
C35123,2025-03-26,2025-03-27,279,252,East,0.92,Loan C
C35124,2025-04-14,2025-04-18,801,786,South,0.12,Loan C
C35125,2024-12-30,2025-01-03,292,291,East,0.37,Loan A
C35126,2024-11-20,2024-11-24,404,399,East,0.54,Loan A
C35127,2024-12-16,2024-12-16,475,444,North,0.94,Loan B
C35128,2025-04-19,2025-04-20,275,226,South,0.75,Loan C
C35129,2024-10-26,2024-10-30,476,443,West,0.79,Loan B
C35130,2024-12-31,2025-01-01,775,748,South,0.3,Loan B
C35131,2024-11-15,2024-11-18,401,396,North,0.1,Loan C
C35132,2025-03-20,2025-03-21,321,272,South,0.82,Credit Line
C35133,2025-03-19,2025-03-22,337,291,East,0.68,Loan A
C35134,2024-11-12,2024-11-15,349,304,South,0.82,Loan C
C35135,2024-11-10,2024-11-12,424,395,West,0.74,Credit Line
C35136,2024-12-20,2024-12-20,725,703,East,0.15,Credit Line
C35137,2025-04-13,2025-04-18,184,149,North,0.72,Credit Line
C35138,2024-12-24,2024-12-29,502,455,East,0.75,Loan C
C35139,2025-02-14,2025-02-14,370,331,South,0.65,Credit Line
C35140,2025-02-11,2025-02-12,737,731,South,0.79,Loan B
C35141,2025-01-11,2025-01-16,226,183,West,0.87,Loan B
C35142,2025-04-06,2025-04-08,728,722,South,0.67,Loan C
C35143,2025-01-19,2025-01-21,173,148,East,0.99,Loan B
C35144,2024-11-14,2024-11-16,389,353,West,0.62,Loan A
C35145,2024-12-19,2024-12-19,663,663,South,0.33,Loan C
C35146,2025-04-18,2025-04-21,159,127,West,0.95,Credit Line
C35147,2025-01-09,2025-01-11,782,764,West,0.13,Loan A
C35148,2025-03-17,2025-03-19,699,688,East,0.85,Credit Line
C35149,2024-11-22,2024-11-26,761,757,West,0.23,Loan A
C35150,2024-11-23,2024-11-25,796,790,South,0.71,Loan C
C35151,2025-04-19,2025-04-19,112,74,East,0.34,Credit Line
C35152,2025-04-03,2025-04-04,270,237,East,0.2,Loan A
C35153,2024-11-23,2024-11-24,857,833,West,0.45,Loan A
C35154,2024-11-12,2024-11-13,344,339,East,0.84,Credit Line
C35155,2025-02-14,2025-02-15,495,469,North,0.6,Loan C
C35156,2024-10-20,2024-10-20,413,399,North,0.31,Loan B
C35157,2024-12-22,2024-12-23,87,51,East,0.5,Loan A
C35158,2024-12-03,2024-12-05,286,244,West,0.4,Loan C
C35159,2024-11-29,2024-11-30,373,334,West,0.75,Loan A
C35160,2025-04-17,2025-04-19,985,945,North,0.15,Credit Line
C35161,2025-02-19,2025-02-19,919,890,North,0.95,Credit Line
C35162,2025-02-21,2025-02-25,833,796,East,0.64,Loan B
C35163,2025-02-24,2025-02-26,176,142,South,0.38,Loan C
C35164,2024-12-15,2024-12-17,53,53,North,0.93,Loan C
C35165,2025-01-12,2025-01-16,574,572,North,0.36,Loan B
C35166,2025-03-22,2025-03-23,946,907,West,0.93,Credit Line
C35167,2024-10-24,2024-10-25,549,508,North,0.57,Loan C
C35168,2024-12-08,2024-12-11,167,153,South,0.45,Loan C
C35169,2025-01-23,2025-01-28,327,321,South,0.78,Loan B
C35170,2024-12-17,2024-12-20,411,364,South,0.77,Loan B
C35171,2025-01-20,2025-01-24,307,267,West,0.18,Loan C
C35172,2025-04-11,2025-04-12,330,330,East,0.26,Credit Line
C35173,2025-01-02,2025-01-04,887,860,North,0.2,Loan A
C35174,2024-12-16,2024-12-18,876,859,South,0.46,Loan C
C35175,2025-02-01,2025-02-01,134,122,West,0.47,Loan B
C35176,2024-12-14,2024-12-17,709,702,West,0.54,Loan B
C35177,2025-02-28,2025-03-01,361,316,North,0.13,Loan C
C35178,2025-03-20,2025-03-22,951,947,East,0.93,Loan A
C35179,2024-12-21,2024-12-24,433,421,North,0.85,Credit Line
C35180,2024-12-30,2025-01-01,420,405,East,0.53,Loan C
C35181,2025-02-11,2025-02-11,702,694,West,0.58,Loan B
C35182,2024-12-01,2024-12-03,648,637,West,0.9,Loan A
C35183,2025-02-12,2025-02-16,447,438,North,0.91,Loan B
C35184,2025-01-11,2025-01-13,181,139,South,0.32,Loan B
C35185,2024-12-21,2024-12-22,112,74,East,0.35,Loan C
C35186,2024-11-21,2024-11-22,423,393,North,0.66,Loan C
C35187,2024-11-06,2024-11-07,734,711,South,0.39,Loan C
C35188,2025-04-01,2025-04-04,183,158,East,0.89,Loan C
C35189,2025-03-28,2025-03-29,988,956,South,0.73,Credit Line
C35190,2025-03-26,2025-03-27,296,283,North,0.4,Loan B
C35191,2024-12-03,2024-12-05,109,97,East,0.62,Loan A
C35192,2025-01-30,2025-02-01,334,316,East,0.36,Loan C
C35193,2024-12-01,2024-12-03,263,227,West,0.79,Credit Line
C35194,2024-12-18,2024-12-19,83,57,South,0.62,Loan A
C35195,2024-10-20,2024-10-20,510,509,East,0.29,Loan C
C35196,2025-01-21,2025-01-23,802,801,West,0.78,Loan C
C35197,2025-03-29,2025-03-30,165,117,West,0.62,Loan B
C35198,2024-11-03,2024-11-06,502,457,East,0.82,Loan B
C35199,2024-11-14,2024-11-16,166,153,North,0.64,Loan A
C35200,2024-12-13,2024-12-15,74,47,East,0.74,Loan A
C35201,2024-12-22,2024-12-23,241,208,West,0.57,Loan C
C35202,2025-03-09,2025-03-10,150,141,North,0.33,Loan A
C35203,2024-12-25,2024-12-26,709,686,West,0.52,Loan B
C35204,2024-11-30,2024-12-01,854,814,South,0.91,Credit Line
C35205,2024-11-07,2024-11-09,265,225,South,0.92,Loan C
C35206,2024-11-20,2024-11-21,772,772,South,0.46,Loan A
C35207,2025-03-04,2025-03-05,235,224,West,0.36,Credit Line
C35208,2025-03-28,2025-03-28,856,837,South,0.54,Credit Line
C35209,2025-04-04,2025-04-05,261,247,South,0.18,Loan C
C35210,2025-04-11,2025-04-14,403,403,East,0.96,Loan A
C35211,2025-02-11,2025-02-12,201,156,West,0.58,Loan A
C35212,2024-10-29,2024-10-31,366,318,North,0.8,Loan C
C35213,2024-10-19,2024-10-19,632,595,North,0.13,Credit Line
C35214,2025-03-11,2025-03-12,957,923,East,0.68,Credit Line
C35215,2024-12-06,2024-12-08,445,436,West,0.5,Loan A
C35216,2025-01-03,2025-01-05,625,584,North,0.77,Loan A
C35217,2024-11-12,2024-11-12,331,321,North,0.38,Loan B
C35218,2025-02-23,2025-02-26,421,379,South,0.91,Loan B
C35219,2024-11-23,2024-11-26,716,696,East,0.36,Credit Line
C35220,2024-11-05,2024-11-07,425,414,West,0.19,Credit Line
C35221,2025-04-17,2025-04-18,456,438,North,0.42,Credit Line
C35222,2025-04-05,2025-04-07,366,326,North,0.59,Loan A
C35223,2024-11-01,2024-11-03,729,687,North,0.18,Loan B
C35224,2025-04-17,2025-04-20,996,968,East,0.95,Loan A
C35225,2025-03-07,2025-03-09,805,793,East,0.35,Loan C
C35226,2025-03-19,2025-03-20,176,150,West,0.92,Credit Line
C35227,2025-01-18,2025-01-21,662,632,East,0.89,Loan A
C35228,2024-12-03,2024-12-08,465,448,East,0.6,Credit Line
C35229,2025-04-16,2025-04-17,741,708,West,0.93,Loan C
C35230,2025-03-19,2025-03-21,260,213,South,0.78,Loan B
C35231,2025-02-20,2025-02-21,900,865,West,0.12,Loan C
C35232,2024-11-15,2024-11-15,544,526,West,0.88,Credit Line
C35233,2025-02-18,2025-02-21,993,958,South,0.93,Credit Line
C35234,2025-01-16,2025-01-17,885,879,South,0.87,Loan B
C35235,2025-01-23,2025-01-23,695,680,West,0.17,Loan C
C35236,2024-11-18,2024-11-18,350,309,West,0.95,Loan B
C35237,2025-01-09,2025-01-13,205,161,West,0.79,Loan C
C35238,2025-03-17,2025-03-24,402,395,East,0.29,Credit Line
C35239,2024-12-10,2024-12-11,971,959,North,0.58,Loan A
C35240,2025-01-31,2025-02-01,365,352,East,0.35,Loan B
C35241,2025-02-20,2025-02-21,951,939,South,0.54,Loan B
C35242,2025-02-01,2025-02-02,185,185,West,0.37,Loan A
C35243,2025-03-10,2025-03-12,50,25,South,0.15,Credit Line
C35244,2024-12-05,2024-12-06,58,25,West,0.52,Loan C
C35245,2025-02-15,2025-02-15,462,432,West,0.16,Loan B
C35246,2024-12-25,2024-12-26,643,625,East,0.73,Loan B
C35247,2025-02-03,2025-02-05,65,38,South,0.47,Loan A
C35248,2024-12-20,2024-12-22,201,194,North,0.92,Loan C
C35249,2025-03-06,2025-03-06,580,571,West,0.66,Loan B
C35250,2025-02-27,2025-03-02,522,514,North,0.21,Loan C
C35251,2024-12-20,2024-12-23,803,803,North,0.55,Loan B
C35252,2025-02-03,2025-02-05,993,969,East,0.35,Loan C
C35253,2024-12-21,2024-12-21,493,491,North,0.32,Loan C
C35254,2024-11-21,2024-11-22,512,512,East,0.99,Loan B
C35255,2024-11-23,2024-11-23,959,945,South,0.75,Loan A
C35256,2025-02-09,2025-02-21,132,127,West,0.74,Loan A
C35257,2025-02-25,2025-03-03,839,813,East,0.51,Loan B
C35258,2024-12-17,2024-12-19,547,499,North,0.29,Loan A
C35259,2024-11-21,2024-11-24,180,173,West,0.45,Loan C
C35260,2025-02-28,2025-03-02,211,180,North,0.74,Loan C
C35261,2025-03-31,2025-04-01,673,624,East,0.99,Credit Line
C35262,2024-12-25,2024-12-27,230,188,East,0.94,Loan B
C35263,2024-11-15,2024-11-19,191,146,West,0.12,Loan A
C35264,2025-03-06,2025-03-11,765,726,West,0.27,Loan B
C35265,2025-04-03,2025-04-04,456,437,West,0.15,Credit Line
C35266,2024-12-18,2024-12-22,141,132,North,0.29,Loan C
C35267,2024-11-07,2024-11-07,445,401,North,0.5,Loan C
C35268,2025-01-05,2025-01-06,477,441,East,0.95,Loan A
C35269,2024-11-10,2024-11-12,630,583,West,0.61,Loan C
C35270,2025-01-24,2025-01-27,935,892,North,0.38,Loan A
C35271,2024-12-21,2024-12-21,790,767,East,0.42,Credit Line
C35272,2025-01-22,2025-01-25,149,146,South,0.9,Loan C
C35273,2024-12-29,2024-12-31,209,206,South,0.71,Loan B
C35274,2025-02-15,2025-02-18,902,893,North,0.68,Credit Line
C35275,2024-11-04,2024-11-05,976,940,East,0.33,Loan A
C35276,2025-01-14,2025-01-15,345,344,North,0.29,Loan A
C35277,2024-10-31,2024-11-01,345,339,East,0.6,Loan A
C35278,2024-10-29,2024-11-01,559,520,East,0.22,Loan C
C35279,2024-12-23,2024-12-23,103,78,West,0.67,Credit Line
C35280,2025-04-14,2025-04-17,474,469,North,0.5,Credit Line
C35281,2024-10-29,2024-10-31,160,129,South,0.65,Loan B
C35282,2025-01-29,2025-01-30,227,214,North,0.12,Loan C
C35283,2025-04-02,2025-04-04,202,171,West,0.26,Loan A
C35284,2025-02-19,2025-02-20,692,657,South,0.93,Loan B
C35285,2024-10-28,2024-10-30,587,586,North,0.75,Loan C
C35286,2024-12-28,2024-12-29,729,694,North,0.47,Loan A
C35287,2024-12-17,2024-12-21,754,710,West,0.17,Credit Line
C35288,2025-02-12,2025-02-13,947,938,East,0.42,Loan C
C35289,2024-11-06,2024-11-12,707,659,South,0.71,Loan B
C35290,2024-12-08,2024-12-12,750,709,North,0.6,Loan A
C35291,2025-01-14,2025-01-16,669,623,East,0.5,Loan C
C35292,2025-01-15,2025-01-17,339,337,West,0.86,Loan A
C35293,2024-12-17,2024-12-19,572,526,North,0.86,Loan C
C35294,2024-12-10,2024-12-10,139,111,West,0.87,Loan B
C35295,2025-01-18,2025-01-20,576,540,East,0.97,Credit Line
C35296,2024-12-02,2024-12-04,73,65,West,0.69,Loan A
C35297,2025-03-16,2025-03-18,781,772,West,0.79,Credit Line
C35298,2024-12-29,2025-01-01,600,567,South,0.78,Credit Line
C35299,2025-02-20,2025-02-20,91,43,North,0.96,Loan B
C35300,2024-11-29,2024-12-01,352,308,West,0.96,Loan C
C35301,2024-12-27,2024-12-28,981,951,East,0.8,Loan B
C35302,2025-03-17,2025-03-21,446,404,East,0.99,Loan B
C35303,2024-11-15,2024-11-20,120,77,East,0.28,Loan B
C35304,2024-12-15,2024-12-18,225,188,North,0.36,Loan C
C35305,2025-01-12,2025-01-13,894,894,North,0.32,Loan C
C35306,2025-04-06,2025-04-08,85,51,East,0.82,Loan B
C35307,2025-01-29,2025-02-02,260,256,South,0.94,Loan A
C35308,2025-03-10,2025-03-13,89,58,East,0.53,Loan B
C35309,2025-03-12,2025-03-15,261,228,North,0.27,Credit Line
C35310,2025-04-02,2025-04-04,183,143,East,0.17,Loan C
C35311,2025-03-10,2025-03-10,600,554,West,0.33,Loan B
C35312,2024-12-15,2024-12-16,541,496,South,0.81,Loan C
C35313,2024-11-09,2024-11-12,355,340,South,0.64,Credit Line
C35314,2025-03-29,2025-03-31,632,604,East,0.82,Loan A
C35315,2025-03-21,2025-03-21,388,349,South,0.73,Credit Line
C35316,2025-03-31,2025-04-03,178,150,South,0.57,Credit Line
C35317,2025-01-16,2025-01-17,110,78,East,0.3,Loan C
C35318,2024-11-11,2024-11-12,581,557,East,0.12,Loan A
C35319,2024-12-27,2024-12-28,144,125,West,0.71,Loan B
C35320,2025-02-08,2025-02-08,995,970,East,0.74,Credit Line
C35321,2024-12-16,2024-12-21,174,145,North,0.72,Credit Line
C35322,2025-03-04,2025-03-07,929,912,East,0.26,Credit Line
C35323,2025-03-24,2025-03-26,965,961,West,0.21,Loan C
C35324,2025-02-06,2025-02-07,194,192,East,0.46,Credit Line
C35325,2025-01-16,2025-01-18,780,760,North,0.86,Loan C
C35326,2024-11-26,2024-11-28,174,156,East,0.49,Loan C
C35327,2024-12-08,2024-12-11,421,383,East,0.52,Credit Line
C35328,2024-12-14,2024-12-18,829,822,South,0.1,Loan A
C35329,2025-04-01,2025-04-03,604,595,South,0.67,Loan A
C35330,2025-04-12,2025-04-15,159,125,West,0.94,Loan A
C35331,2025-02-13,2025-02-18,525,486,North,0.73,Loan C
C35332,2024-11-27,2024-11-30,767,745,North,0.23,Credit Line
C35333,2024-10-26,2024-10-28,173,132,South,0.41,Loan A
C35334,2024-12-22,2024-12-22,427,407,North,0.3,Credit Line
C35335,2024-12-02,2024-12-05,350,322,West,0.3,Loan B
C35336,2025-01-21,2025-01-28,540,508,South,0.82,Loan A
C35337,2025-01-26,2025-01-28,54,31,North,0.84,Credit Line
C35338,2025-01-30,2025-02-01,515,512,South,0.72,Loan A
C35339,2024-10-24,2024-10-25,198,154,East,0.25,Loan A
C35340,2024-12-01,2024-12-02,395,346,West,0.94,Credit Line
C35341,2024-11-25,2024-11-29,466,438,North,0.67,Loan B
C35342,2024-11-12,2024-11-15,253,211,West,0.16,Loan B
C35343,2025-01-29,2025-02-01,352,328,North,0.12,Loan B
C35344,2024-11-30,2024-12-02,936,892,North,0.54,Credit Line
C35345,2025-01-08,2025-01-10,263,214,West,0.5,Credit Line
C35346,2024-11-04,2024-11-05,910,865,South,0.44,Credit Line
C35347,2025-04-06,2025-04-07,208,187,North,1.0,Loan A
C35348,2025-03-20,2025-03-24,399,391,West,0.85,Loan B
C35349,2024-11-01,2024-11-02,453,414,South,0.28,Loan B
C35350,2025-03-01,2025-03-02,690,685,West,1.0,Credit Line
C35351,2024-11-27,2024-11-29,319,310,South,0.98,Loan B
C35352,2024-12-04,2024-12-05,472,461,East,0.95,Loan C
C35353,2025-03-28,2025-04-03,430,410,East,0.2,Credit Line
C35354,2025-02-21,2025-02-22,376,368,South,0.86,Loan C
C35355,2025-01-28,2025-01-30,670,637,West,0.7,Loan B
C35356,2025-04-15,2025-04-19,219,186,South,0.78,Loan B
C35357,2025-02-12,2025-02-14,837,800,East,0.11,Loan C
C35358,2024-11-23,2024-11-27,520,494,North,0.63,Credit Line
C35359,2025-01-09,2025-01-11,238,214,West,0.39,Credit Line
C35360,2025-04-18,2025-04-20,853,847,North,0.22,Credit Line
C35361,2024-10-26,2024-10-30,231,220,West,0.35,Loan B
C35362,2025-01-26,2025-01-28,883,862,North,0.55,Credit Line
C35363,2025-01-19,2025-01-22,428,396,West,0.18,Loan C
C35364,2025-01-25,2025-01-25,766,717,North,0.11,Loan A
C35365,2025-01-30,2025-02-02,974,962,South,0.25,Credit Line
C35366,2025-04-09,2025-04-10,982,970,West,0.3,Loan B
C35367,2024-11-21,2024-11-22,860,843,South,0.3,Loan A
C35368,2025-03-25,2025-03-27,739,719,West,0.36,Loan B
C35369,2025-04-14,2025-04-16,368,339,West,0.83,Loan A
C35370,2025-02-04,2025-02-05,318,293,East,0.64,Loan B
C35371,2024-11-01,2024-11-05,204,187,South,0.79,Loan A
C35372,2024-12-26,2024-12-27,671,667,South,0.58,Credit Line
C35373,2025-03-22,2025-03-22,149,108,North,0.97,Loan C
C35374,2024-11-21,2024-11-23,328,325,West,0.4,Credit Line
C35375,2025-01-20,2025-01-22,627,601,East,0.7,Loan B
C35376,2025-02-01,2025-02-02,292,246,South,0.81,Loan B
C35377,2025-01-19,2025-01-21,176,159,East,0.36,Loan A
C35378,2024-11-26,2024-11-28,953,911,West,0.84,Loan C
C35379,2024-10-20,2024-10-23,511,475,West,0.23,Loan C
C35380,2024-12-13,2024-12-14,195,162,North,0.99,Loan C
C35381,2025-03-28,2025-03-29,304,280,West,0.42,Credit Line
C35382,2025-02-03,2025-02-03,633,622,South,0.6,Loan A
C35383,2025-01-11,2025-01-14,290,242,West,0.3,Loan B
C35384,2024-11-23,2024-11-26,114,83,North,0.41,Credit Line
C35385,2024-12-19,2024-12-25,777,765,North,0.28,Loan A
C35386,2025-02-28,2025-03-02,842,802,South,0.12,Credit Line
C35387,2024-10-31,2024-11-02,126,94,South,0.39,Loan C
C35388,2024-12-18,2024-12-19,971,937,North,0.52,Loan C
C35389,2024-11-23,2024-11-23,320,278,East,0.65,Loan B
C35390,2024-11-11,2024-11-14,348,308,West,0.99,Loan B
C35391,2025-01-13,2025-01-15,964,936,East,0.56,Loan A
C35392,2025-03-02,2025-03-03,172,165,East,0.27,Loan B
C35393,2024-12-17,2024-12-22,611,566,West,0.4,Loan A
C35394,2025-01-06,2025-01-07,633,590,North,0.99,Loan B
C35395,2024-12-21,2024-12-21,706,694,South,0.68,Credit Line
C35396,2025-03-29,2025-03-29,88,64,North,0.12,Credit Line
C35397,2025-02-24,2025-02-26,455,427,South,0.66,Loan A
C35398,2024-11-29,2024-12-01,917,905,North,0.72,Loan B
C35399,2025-04-16,2025-04-18,171,144,North,0.78,Loan A
C35400,2024-12-21,2024-12-24,594,552,South,0.79,Loan C
C35401,2025-03-09,2025-03-11,852,842,East,0.66,Loan B
C35402,2024-12-01,2024-12-04,524,484,North,0.86,Loan B
C35403,2025-01-20,2025-01-20,701,687,West,0.87,Loan B
C35404,2025-03-25,2025-03-26,393,345,East,0.25,Credit Line
C35405,2025-03-24,2025-03-27,287,243,West,0.12,Credit Line
C35406,2025-03-20,2025-03-24,242,239,East,0.11,Loan A
C35407,2025-01-26,2025-01-27,193,164,West,0.47,Loan C
C35408,2024-10-28,2024-11-01,89,45,North,0.14,Loan A
C35409,2024-11-07,2024-11-11,730,704,South,0.43,Loan B
C35410,2025-01-26,2025-01-31,862,857,North,0.58,Credit Line
C35411,2025-02-05,2025-02-08,587,567,North,0.54,Loan C
C35412,2025-04-04,2025-04-04,111,93,South,0.48,Loan A
C35413,2024-11-08,2024-11-11,884,864,South,0.56,Loan A
C35414,2024-12-27,2024-12-28,330,307,East,0.41,Loan C
C35415,2025-01-09,2025-01-13,990,980,South,0.73,Loan A
C35416,2025-03-01,2025-03-03,137,95,South,0.66,Credit Line
C35417,2025-01-19,2025-01-23,366,360,West,0.96,Loan C
C35418,2024-11-24,2024-11-26,327,323,West,0.71,Loan C
C35419,2024-12-14,2024-12-16,725,708,North,0.99,Loan B
C35420,2024-12-12,2024-12-15,845,832,North,0.95,Credit Line
C35421,2025-04-05,2025-04-07,470,446,South,0.67,Loan A
C35422,2025-01-01,2025-01-03,227,223,West,0.9,Loan B
C35423,2025-01-23,2025-01-25,776,740,West,0.87,Loan A
C35424,2024-11-05,2024-11-07,70,69,South,0.2,Loan C
C35425,2025-03-10,2025-03-11,464,418,West,0.29,Loan A
C35426,2025-01-20,2025-01-21,102,76,West,0.27,Loan C
C35427,2025-01-12,2025-01-12,102,92,East,0.22,Loan C
